id,date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,people_fully_vaccinated,hosp,icu,vent,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,elderly_people_protection,government_response_index,stringency_index,containment_health_index,economic_support_index,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,population,iso_alpha_3,iso_alpha_2,iso_numeric,iso_currency,key_local,key_google_mobility,key_apple_mobility,key_jhu_csse,key_nuts,key_gadm
099050aa,2020-04-02,1,0,,,,,,,,,3,2,2,4,0,1,1,3,2,1,1,0,0,2,-59.38,-69.44,-55.36,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-03,1,0,,,,,,,,,3,2,2,4,0,1,1,3,2,1,1,0,0,2,-59.38,-69.44,-55.36,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-04,1,0,,,,,,,,,3,2,2,4,0,1,1,3,2,1,1,1,0,2,-60.94,-69.44,-57.14,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-05,1,0,,,,,,,,,3,2,2,4,0,1,1,3,2,1,1,1,0,2,-60.94,-69.44,-57.14,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-06,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-07,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-08,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-09,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-10,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-11,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-12,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-13,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-14,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-15,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-16,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-17,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-18,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-19,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-20,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,1,1,1,0,2,-62.5,-72.22,-58.93,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-21,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,2,2,1,0,2,-67.71,-72.22,-64.88,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-22,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,2,2,1,0,2,-67.71,-72.22,-64.88,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-23,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,2,2,1,0,2,-67.71,-72.22,-64.88,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-24,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,2,2,1,0,2,-67.71,-72.22,-64.88,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-25,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,2,2,1,0,2,-67.71,-72.22,-64.88,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-26,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,2,2,1,0,2,-67.71,-72.22,-64.88,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-27,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,2,2,1,0,2,-67.71,-72.22,-64.88,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
099050aa,2020-04-28,1,0,,,,,,,,,3,2,2,4,-1,1,1,3,2,2,2,1,0,2,-67.71,-72.22,-64.88,-87.5,3,United States,Iowa,Kossuth,43.2123603820802,-94.206868674079,14813,USA,US,840,USD,19109,ChIJyTmjgQ6y84cRBf6iCvbyP6w,,US19109,,USA.16.55_1
