invoice,date,storenumber,storename,address,city,zipcode,storelocation,countynumber,county,category,categoryname,vendornumber,vendorname,itemnumber,itemdescription,pack,bottlevolume,statebottlecost,statebottleretail,bottlessold,sale,volumesoldl,volumesoldg
INV-38339400054,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,68013,Baileys Expresso,12,750,$16.49 ,$24.74 ,1,24.74,0.75,0.19
INV-38341900008,7/14/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11777,Black Velvet,12,1000,$6.63 ,$9.95 ,12,119.4,12,3.17
INV-38341200006,7/14/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,13928,Mcmasters Canadian,6,1750,$9.00 ,$13.50 ,6,81,10.5,2.77
INV-38339400058,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77049,Sir Winston Apple,6,750,$13.01 ,$19.52 ,6,117.12,4.5,1.18
INV-38340900003,7/14/2021,5469,Chrome Truck Stop,211 Highway 18 E.,Algona              ,50511,POINT (-94.233234 43.082769),55,Kossuth,1031100,American Vodkas,297,Laird & Company,35914,Five O'Clock Vodka,24,375,$1.93 ,$2.90 ,24,69.6,9,2.37
INV-38341900019,7/14/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77741,Smirnoff Raspberry,12,1000,$9.25 ,$13.88 ,3,41.64,3,0.79
INV-38339300001,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081200,Cream Liqueurs,421,SAZERAC COMPANY  INC,80023,Buffalo Trace Bourbon Cream,12,750,$10.40 ,$15.60 ,1,15.6,0.75,0.19
INV-38340900005,7/14/2021,5469,Chrome Truck Stop,211 Highway 18 E.,Algona              ,50511,POINT (-94.233234 43.082769),55,Kossuth,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69636,Dr McGillicuddys Cherry,12,750,$8.66 ,$12.99 ,12,155.88,9,2.37
INV-38341300004,7/14/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1011200,Straight Bourbon Whiskies,421,SAZERAC COMPANY  INC,16850,Blantons Bourbon,6,750,$28.75 ,$43.13 ,6,258.78,4.5,1.18
INV-38339200001,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031200,American Flavored Vodka,380,Phillips Beverage,941702,UV Orange,12,1000,$7.50 ,$11.25 ,12,135,12,3.17
INV-38341200017,7/14/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69706,Dr McGillicuddys Root Beer,12,750,$8.66 ,$12.99 ,3,38.97,2.25,0.59
INV-38339600001,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081200,Cream Liqueurs,481,Sugarlands Distilling Company LLC,80518,Sugarlands Appalachian Butter Pecan Sippin Cream,6,750,$13.52 ,$20.28 ,6,121.68,4.5,1.18
INV-38341900003,7/14/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Original Spiced Barrel,6,1750,$18.00 ,$27.00 ,12,324,21,5.54
INV-38341500011,7/14/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon Whiskey,48,100,$0.90 ,$1.35 ,96,129.6,9.6,2.53
INV-38340900007,7/14/2021,5469,Chrome Truck Stop,211 Highway 18 E.,Algona              ,50511,POINT (-94.233234 43.082769),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,10550,Black Velvet Toasted Caramel,12,750,$5.23 ,$7.85 ,12,94.2,9,2.37
INV-38341900023,7/14/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1011100,Blended Whiskies,434,LUXCO INC,23268,Calvert Extra Blend Whiskey,6,1750,$11.02 ,$16.53 ,1,16.53,1.75,0.46
INV-38341900029,7/14/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1022200,100% Agave Tequila,619,Campari America,89139,Cabo Wabo Reposado,6,750,$21.50 ,$32.25 ,2,64.5,1.5,0.39
INV-38341200005,7/14/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11777,Black Velvet,12,1000,$6.63 ,$9.95 ,12,119.4,12,3.17
INV-38339400025,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1011400,Tennessee Whiskies,260,DIAGEO AMERICAS,26606,George Dickel #8,12,750,$10.00 ,$15.00 ,1,15,0.75,0.19
INV-38341500003,7/14/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11788,Black Velvet,6,1750,$10.45 ,$15.68 ,30,470.4,52.5,13.86
INV-38341500001,7/14/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1062500,Flavored Rum,35,BACARDI USA INC,43138,Bacardi Limon,6,1750,$15.00 ,$22.50 ,6,135,10.5,2.77
INV-38339300006,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1701100,Temporary & Specialty Packages,125,CEDAR RIDGE VINEYARDS LL,16050,Cedar Ridge Bottled in Bond Bourbon,6,750,$25.00 ,$37.50 ,2,75,1.5,0.39
INV-38339500001,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1022200,100% Agave Tequila,472,"Tequilas Premium, Inc",88741,Clase Azul Reposado,6,750,$76.84 ,$115.26 ,2,230.52,1.5,0.39
INV-38340800017,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1042100,Imported Dry Gins,35,BACARDI USA INC,28236,Bombay Sapphire Gin,12,750,$13.50 ,$20.25 ,12,243,9,2.37
INV-38339400056,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081400,American Schnapps,65,Jim Beam Brands,82847,Dekuyper Luscious Peachtree,12,1000,$7.87 ,$11.81 ,12,141.72,12,3.17
INV-38341000010,7/14/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group / United States Distilled Products Co,75212,Kinky Blue Mini,6,50,$4.84 ,$7.26 ,6,43.56,0.3,0.07
INV-38341500017,7/14/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1062400,Spiced Rum,260,DIAGEO AMERICAS,43316,Captain Morgan Private Stock,12,750,$11.99 ,$17.99 ,3,53.97,2.25,0.59
INV-38339400015,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,78128,Smirnoff Pink Lemonade Mini,12,50,$7.47 ,$11.21 ,1,11.21,0.05,0.01
INV-38341900002,7/14/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,$16.59 ,$24.89 ,12,298.68,9,2.37
INV-38340800032,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011200,Straight Bourbon Whiskies,434,LUXCO INC,18198,Ezra Brooks Sour Mash Bourbon,6,1750,$16.00 ,$24.00 ,6,144,10.5,2.77
INV-38341800003,7/14/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,$3.84 ,$5.76 ,3,17.28,3,0.79
INV-38339400041,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1041100,American Dry Gins,434,LUXCO INC,31657,Paramount Gin,12,1000,$4.30 ,$6.45 ,12,77.4,12,3.17
INV-38341200003,7/14/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1011600,Straight Rye Whiskies,260,DIAGEO AMERICAS,27037,George Dickel Rye,12,750,$13.50 ,$20.25 ,12,243,9,2.37
INV-38339400046,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1062500,Flavored Rum,370,PERNOD RICARD USA,42676,Malibu Passion Fruit,12,750,$7.99 ,$11.99 ,1,11.99,0.75,0.19
INV-38339300005,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1700000,Temporary &  Specialty Packages,566,"Foundry Distilling Company, LLC",26416,Furious Whiskey,6,750,$30.33 ,$45.50 ,2,91,1.5,0.39
INV-38341200028,7/14/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77054,Private First Class,12,750,$12.96 ,$19.44 ,36,699.84,27,7.13
INV-38339400024,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1011600,Straight Rye Whiskies,260,DIAGEO AMERICAS,27025,Bulleit 95 Rye,12,750,$16.50 ,$24.75 ,1,24.75,0.75,0.19
INV-38341000004,7/14/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1031100,American Vodkas,434,LUXCO INC,36305,Hawkeye Vodka PET,12,750,$3.34 ,$5.01 ,12,60.12,9,2.37
INV-38341800004,7/14/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1012200,Scotch Whiskies,421,SAZERAC COMPANY  INC,10008,Scoresby Rare Scotch,6,1750,$10.50 ,$15.75 ,6,94.5,10.5,2.77
INV-38340800005,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081400,American Schnapps,421,SAZERAC COMPANY  INC,83907,Maui Blue Hawaiian Schnapps,12,1000,$4.54 ,$6.81 ,12,81.72,12,3.17
INV-38340800001,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1062200,White Rum,434,LUXCO INC,45275,Paramount White Rum PET,12,750,$4.00 ,$6.00 ,12,72,9,2.37
INV-38339400002,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1032100,Imported Vodkas,370,PERNOD RICARD USA,34001,Absolut Swedish Vodka 80prf Mini,10,50,$7.92 ,$11.88 ,1,11.88,0.05,0.01
INV-38339300009,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1091100,American Distilled Spirit Specialty,642,"James Joseph Sanctified Spirits, LLC / Oak&Eden",76435,Oak & Eden Wheat & Spire,6,750,$23.33 ,$35.00 ,2,70,1.5,0.39
INV-38341300002,7/14/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1701100,Temporary & Specialty Packages,619,Campari America,22172,Wild Turkey Rare Breed Rye Barrel Proof,6,750,$30.00 ,$45.00 ,2,90,1.5,0.39
INV-38340800018,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1042100,Imported Dry Gins,35,BACARDI USA INC,28238,Bombay Sapphire Gin,6,1750,$26.50 ,$39.75 ,6,238.5,10.5,2.77
INV-38341800015,7/14/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1062200,White Rum,35,BACARDI USA INC,43128,Bacardi Superior,6,1750,$15.00 ,$22.50 ,6,135,10.5,2.77
INV-38339400049,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1062200,White Rum,35,BACARDI USA INC,43127,Bacardi Superior,12,1000,$9.50 ,$14.25 ,12,171,12,3.17
INV-38341900016,7/14/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5038,Glenlivet 12YR,6,1750,$47.47 ,$71.21 ,1,71.21,1.75,0.46
INV-38340800009,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081400,American Schnapps,421,SAZERAC COMPANY  INC,85437,Mr Boston Blue Curacao,12,1000,$4.50 ,$6.75 ,12,81,12,3.17
INV-38341900025,7/14/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1022100,Mixto Tequila,421,SAZERAC COMPANY  INC,88767,Tortilla White,12,1000,$6.64 ,$9.96 ,2,19.92,2,0.52
INV-38341700008,7/14/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1701100,Temporary & Specialty Packages,619,Campari America,22172,Wild Turkey Rare Breed Rye Barrel Proof,6,750,$30.00 ,$45.00 ,2,90,1.5,0.39
INV-38339300008,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1090000,Distilled Spirits Specialty,642,"James Joseph Sanctified Spirits, LLC / Oak&Eden",76433,Oak & Eden Bourbon & Spire,6,750,$23.33 ,$35.00 ,2,70,1.5,0.39
INV-38341900009,7/14/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11788,Black Velvet,6,1750,$10.45 ,$15.68 ,12,188.16,21,5.54
INV-38340800016,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1042100,Imported Dry Gins,260,DIAGEO AMERICAS,28866,Tanqueray Gin,12,750,$13.50 ,$20.25 ,12,243,9,2.37
INV-38341900033,7/14/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1012100,Canadian Whiskies,322,Prestige Wine & Spirits Group / United States Distilled Products Co,15248,Windsor Canadian PET,6,1750,$9.50 ,$14.25 ,1,14.25,1.75,0.46
INV-38339400013,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group / United States Distilled Products Co,75263,Kinky Fruit Punch Mini,6,50,$4.90 ,$7.35 ,1,7.35,0.05,0.01
INV-38340800046,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1082000,Imported Cordials & Liqueurs,35,BACARDI USA INC,66836,St Germain,6,750,$20.00 ,$30.00 ,2,60,1.5,0.39
INV-38341000001,7/14/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1032100,Imported Vodkas,370,PERNOD RICARD USA,34006,Absolut Swedish Vodka 80prf,12,750,$9.99 ,$14.99 ,6,89.94,4.5,1.18
INV-38341300007,7/14/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1011200,Straight Bourbon Whiskies,421,SAZERAC COMPANY  INC,21986,Weller Reserve 7YR Bourbon,12,750,$9.00 ,$13.50 ,1,13.5,0.75,0.19
INV-38340800023,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,10550,Black Velvet Toasted Caramel,12,750,$5.23 ,$7.85 ,12,94.2,9,2.37
INV-38339400018,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081200,Cream Liqueurs,363,Paterno Imports LTD / Terlato Wines International,67868,Amarula Vanilla Spice,6,750,$12.50 ,$18.75 ,2,37.5,1.5,0.39
INV-38341900001,7/14/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1011200,Straight Bourbon Whiskies,434,LUXCO INC,16987,Bourbon Supreme Bourbon,12,1000,$4.70 ,$7.05 ,12,84.6,12,3.17
INV-38341500006,7/14/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1022200,100% Agave Tequila,192,"Mast-Jagermeister US, Inc",88372,Teremana Reposado Tequila,6,750,$16.43 ,$24.65 ,6,147.9,4.5,1.18
INV-38341200004,7/14/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11297,Crown Royal,12,1000,$19.39 ,$29.09 ,12,349.08,12,3.17
INV-38339400039,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,$7.17 ,$10.76 ,6,64.56,10.5,2.77
INV-38341200015,7/14/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69638,Dr McGillicuddys Cherry,6,1750,$14.66 ,$21.99 ,6,131.94,10.5,2.77
INV-38341200007,7/14/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11298,Crown Royal,6,1750,$32.99 ,$49.49 ,6,296.94,10.5,2.77
INV-38340700001,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011300,Single Barrel Bourbon Whiskies,384,PIEDMONT DISTILLERS INC,926930,HA The Clover Straight Bourbon,6,750,$26.63 ,$39.95 ,1,39.95,0.75,0.19
INV-38341900026,7/14/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1022200,100% Agave Tequila,35,BACARDI USA INC,88296,Patron Silver,12,750,$27.50 ,$41.25 ,2,82.5,1.5,0.39
INV-38339400032,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031100,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,$19.00 ,$28.50 ,6,171,10.5,2.77
INV-38340800007,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081400,American Schnapps,434,LUXCO INC,82126,Arrow Peach Schnapps,12,750,$4.74 ,$7.11 ,12,85.32,9,2.37
INV-38341800008,7/14/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77055,Sir Winston Peach,6,750,$13.01 ,$19.52 ,12,234.24,9,2.37
INV-38340800043,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031100,American Vodkas,380,Phillips Beverage,37356,Phillips Vodka,12,750,$3.57 ,$5.36 ,24,128.64,18,4.75
INV-38341200020,7/14/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11771,Black Velvet Mini,8,50,$8.50 ,$12.75 ,2,25.5,0.1,0.02
INV-38341500022,7/14/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,75181,Ketel One Botanical Grapefruit & Rose,12,750,$11.33 ,$17.00 ,3,51,2.25,0.59
INV-38339400034,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77632,Smirnoff Blueberry,12,750,$8.25 ,$12.38 ,1,12.38,0.75,0.19
INV-38341500021,7/14/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1701100,Temporary & Specialty Packages,260,DIAGEO AMERICAS,64389,Ciroc Summer Citrus,12,750,$16.49 ,$24.74 ,3,74.22,2.25,0.59
INV-38341700004,7/14/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1011200,Straight Bourbon Whiskies,421,SAZERAC COMPANY  INC,16850,Blantons Bourbon,6,750,$28.75 ,$43.13 ,6,258.78,4.5,1.18
INV-38341200010,7/14/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1051100,American Brandies,434,LUXCO INC,55088,Paramount Blackberry Brandy,6,1750,$11.29 ,$16.94 ,6,101.64,10.5,2.77
INV-38341200019,7/14/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1011200,Straight Bourbon Whiskies,434,LUXCO INC,28032,Brown Sugar Bourbon,6,750,$10.00 ,$15.00 ,3,45,2.25,0.59
INV-38339400006,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,65013,Fireball Cinnamon Whiskey Mini Sleeve,12,50,$4.30 ,$6.45 ,2,12.9,0.1,0.02
